Kode Saham;Nama Perusahaan;Open Price;Tertinggi;Terendah;Penutupan;Selisih;Volume;Nilai;Frekuensi;Offer;Offer Volume;Bid;Bid Volume;Listed Shares;Tradeble Shares
OPMS;Optima Prima Metal Sinergi Tbk.;150;153;140;141;-23;101507600;14735746200;9392;142;69500;141;1279300;1000000000;1000000000
PACK;Abadi Nusantara Hijau Investama Tbk.;0;206;185;206;17;129331200;26094414700;4780;0;0;206;84897800;28291016689;28291016689
PADA;Personel Alih Daya Tbk.;146;158;140;154;7;61292000;9295036500;6356;154;496500;153;74300;3150000000;3150000000
PADI;Minna Padi Investama Sekuritas Tbk.;124;151;120;133;4;3615372200;5,04987E+11;149808;133;1368400;132;3137500;11307246524;11307246524
PALM;Provident Investasi Bersama Tbk.;362;362;350;360;-2;1685800;598537000;341;360;50700;358;78300;15732874458;15732874458
PAMG;Bima Sakti Pertiwi Tbk.;58;63;58;61;2;4213500;255562300;371;61;324800;60;31700;3125000000;625000000
PANI;Pantai Indah Kapuk Dua Tbk.;8500;8825;8350;8700;50;6393800;55364572500;4430;8700;1000;8675;57000;18117025598;18117025598
PANR;Panorama Sentrawisata Tbk.;505;525;498;520;15;564300;286912400;145;520;133800;515;11000;1387500000;1387500000
PANS;Panin Sekuritas Tbk.;1700;1715;1700;1715;5;36300;62053500;51;1715;1900;1710;4400;720000000;720000000
PART;Cipta Perdana Lancar Tbk.;120;123;117;122;2;7354800;885250200;797;122;105000;121;179400;2812056419;2812056419
PBID;Panca Budi Idaman Tbk.;510;515;505;510;-5;1240500;632880000;334;515;79000;510;433300;7500000000;7500000000
PBRX;Pan Brothers Tbk.;0;39;39;39;-1;5330300;207881700;500;40;1877900;39;985400;21482028246;21482028246
PBSA;Paramita Bangun Sarana Tbk.;1180;1190;1120;1180;-5;1213700;1397273000;551;1180;10400;1175;164300;3000000000;3000000000
PCAR;Prima Cakrawala Abadi Tbk.;0;38;38;38;0;361900;13752200;54;39;822800;38;259800;1166666700;1166646700
PDES;Destinasi Tirta Nusantara Tbk;500;530;498;530;20;187000;93416200;94;530;252500;500;1900;715000000;715000000
PDPP;Primadaya Plastisindo Tbk.;306;318;298;304;-2;954900;288313600;254;304;77800;300;2200;3061341438;3061341438
PEGE;Panca Global Kapital Tbk.;155;162;147;158;3;7652700;1184721100;1118;159;93000;158;75600;2833417056;2833417056
PEHA;Phapros Tbk.;310;314;302;308;-2;143000;43787400;52;308;121600;306;1100;840000000;840000000
PEVE;Penta Valent Tbk.;500;500;458;466;-14;352500;165365400;244;472;800;466;14900;1765625000;1765299500
PGAS;Perusahaan Gas Negara (Persero) Tbk.;1830;1865;1825;1830;10;41613700;76606810000;7060;1840;11800;1830;1356100;24241508196;24241508196
PGEO;Pertamina Geothermal Energy Tbk.;1045;1065;1020;1065;15;9607200;10113566500;3070;1065;147400;1060;25900;41889359018;41889359018
PGJO;Bahtera Bumi Raya Tbk.;0;640;630;630;-10;398100;253570000;69;630;124600;625;4200;795859095;795859095
PGLI;Pembangunan Graha Lestari Indah Tbk.;216;216;202;216;2;146400;31032400;17;216;12900;212;100;488000000;488000000
PGUN;Pradiksi Gunatama Tbk.;0;10200;8300;9775;1050;46600;415637500;168;9775;200;8925;100;5737848882;5737848882
PICO;Pelangi Indah Canindo Tbk;140;145;137;144;4;365600;51486400;124;144;21800;143;2800;568375000;568375000
PIPA;Multi Makmur Lemindo Tbk.;135;144;129;136;1;28279800;3899204100;3788;137;687900;136;61300;3426097190;3426097190
PJAA;Pembangunan Jaya Ancol Tbk.;0;550;535;545;5;45400;24597000;41;550;21300;545;400;1599999996;1599999996
PJHB;Pelayaran Jaya Hidup Baru Tbk.;214;224;210;216;2;3340300;722773200;1110;218;125100;216;291500;1920000000;480000000
PKPK;Paragon Karya Perkasa Tbk.;1950;1950;1870;1895;-5;621300;1174537500;261;1910;5000;1895;32400;1200000000;1200000000
PLAN;Planet Properindo Jaya Tbk.;0;55;45;46;-4;58890000;2838282700;3246;46;45500;45;3192500;896709596;896709596
PLAS;Polaris Investama Tbk;0;0;0;50;0;0;0;0;0;0;0;0;1184200000;1184200000
PLIN;Plaza Indonesia Realty Tbk.;0;0;0;2510;0;0;0;0;0;0;0;0;3550000000;3550000000
PMJS;Putra Mandiri Jembar Tbk.;150;150;130;142;-10;13049700;1842611900;1622;143;57000;142;306500;13755600000;13755600000
PMMP;Panca Mitra Multiperdana Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;2588300000;2588300000
PMUI;Prima Multi Usaha Indonesia Tbk.;104;105;101;102;-3;1606000;164910800;565;103;29900;102;13300;5800000000;1160000000
PNBN;Bank Pan Indonesia Tbk;950;955;945;950;-5;2339300;2224175500;484;950;263300;945;562300;23837645998;23837645998
PNBS;Bank Panin Dubai Syariah Tbk.;50;51;50;50;0;4190800;209586400;300;50;2642400;0;0;38425504906;38425504906
PNGO;Pinago Utama Tbk.;3250;3490;3190;3410;220;70800;238439000;158;3490;16900;3310;300;781250000;781250000
PNIN;Paninvest Tbk.;765;770;750;770;0;200100;152093500;92;770;47800;765;3100;4068323920;4068323920
PNLF;Panin Financial Tbk.;240;244;240;242;-2;18651400;4501391400;724;242;40300;240;7655400;32022073293;32022073293
PNSE;Pudjiadi & Sons Tbk.;695;785;695;720;30;943300;692445500;539;720;4500;715;106900;797813496;797813496
POLA;Pool Advista Finance Tbk.;83;87;77;83;0;25985500;2151596100;2117;83;533600;82;142100;3351075600;3351075600
POLI;Pollux Hotels Group Tbk.;1080;1350;1070;1105;25;436700;527027000;536;1110;100;1105;10800;2010526400;2010526400
POLL;Pollux Properties Indonesia Tbk.;0;0;0;112;0;0;0;0;0;0;0;0;8318823600;8318823600
POLU;Golden Flower Tbk.;14500;14525;14500;14525;25;300;4352500;2;15000;100;14525;700;750000000;220500000
POLY;Asia Pacific Fibers Tbk;0;0;0;32;0;0;0;0;0;0;0;0;2495753334;2495753334
POOL;Pool Advista Indonesia Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;2341366264;2341366264
PORT;Nusantara Pelabuhan Handal Tbk.;0;895;880;880;-10;8900;7919500;15;910;100;880;13900;2813941985;2813941985
POSA;Bliss Properti Indonesia Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;8388870206;8388870206
POWR;Cikarang Listrindo Tbk.;730;735;730;730;-5;978800;715178500;485;735;249600;730;225800;16087156000;16087156000
PPGL;Prima Globalindo Logistik Tbk.;0;208;188;208;18;2058400;419697000;236;0;0;208;306700;771178020;771178020
PPRE;PP Presisi Tbk.;98;103;96;101;2;98403600;9785591400;6837;101;687700;100;1473100;10224271000;10224271000
PPRI;Paperocks Indonesia Tbk.;170;174;162;172;3;5553900;931129300;761;172;110400;171;2400;1075027288;1075027288
PPRO;PP Properti Tbk.;0;26;25;25;-1;41297600;1048578200;838;26;3817600;25;1998400;61675671883;61675671883
PRAY;Famon Awal Bros Sedaya Tbk.;745;745;730;735;-10;3600;2655500;18;735;18700;730;2100;13959422300;13959422300
PRDA;Prodia Widyahusada Tbk.;0;2490;2450;2480;-10;111900;276394000;104;2480;7600;2470;3700;937500000;937500000
PRIM;Royal Prima Tbk.;71;74;70;72;1;2288900;164282900;207;73;425300;72;11300;3393434905;3393434905
PSAB;J Resources Asia Pasifik Tbk.;505;520;500;515;5;61334900;31295386500;2183;515;1004400;510;524800;26460000000;26460000000
PSAT;Pancaran Samudera Transport Tbk.;885;885;865;870;-25;311900;272243000;291;875;18600;870;60300;1482353000;1482353000
PSDN;Prasidha Aneka Niaga Tbk;120;161;118;156;36;178120000;26442778400;16363;157;69900;156;3689800;1440000000;1440000000
PSGO;Palma Serasih Tbk.;200;204;198;204;4;2305900;465490100;149;204;1762500;202;3400;18850000000;18850000000
PSKT;Red Planet Indonesia Tbk.;260;280;256;270;2;83771600;22801070000;5306;270;934800;268;1257300;10351231636;10351231636
PSSI;IMC Pelita Logistik Tbk.;332;348;332;338;0;321600;108163400;183;338;9300;334;199700;5417063153;5417063153
PTBA;Bukit Asam (Persero) Tbk.;2900;2950;2890;2920;30;27124500;79384528000;7597;2930;46300;2920;439500;11520659250;11520659250
PTDU;Djasa Ubersakti Tbk.;0;0;0;70;0;0;0;0;0;0;0;0;1500000000;1500000000
PTIS;Indo Straits Tbk.;318;338;292;296;-22;688800;209759000;267;298;54300;296;9000;550165300;550165300
PTMP;Mitra Pack Tbk.;65;66;64;65;-1;1826300;118803200;269;66;172800;64;1173400;3169200000;3169200000
PTMR;Master Print Tbk.;0;0;0;374;0;0;0;0;0;0;0;0;1907000000;1907000000
PTPP;PP (Persero) Tbk.;264;264;258;264;0;3531300;921428200;681;264;347500;262;100;6199897354;6199897354
PTPS;Pulau Subur Tbk.;184;192;183;191;6;8393300;1576809400;1005;191;272400;190;303200;2167514856;2167514856
PTPW;Pratama Widya Tbk.;0;1015;940;965;5;360100;346996500;163;980;500;960;8100;878187500;878187500
PTRO;Petrosea Tbk.;5250;6200;5200;6000;625;218470900;1,27961E+12;62171;6025;24900;6000;1639000;10086050000;10086050000
PTSN;Sat Nusapersada Tbk;298;300;294;298;0;457300;135831400;160;300;2032700;298;4100;5314344000;5314344000
PTSP;Pioneerindo Gourmet International Tbk.;0;895;860;895;0;4200;3702000;12;900;300;875;100;220808000;220808000
PUDP;Pudjiadi Prestige Tbk.;310;340;308;328;6;167300;54520600;106;328;500;322;2700;659120000;659120000
PURA;Putra Rajawali Kencana Tbk.;0;32;31;32;1;4815800;153770300;183;32;2335300;31;1675800;6301930902;6301930902
PURE;Trinitan Metals and Minerals Tbk.;0;0;0;51;0;0;0;0;0;0;0;0;1375181505;1375181505
PURI;Puri Global Sukses Tbk.;142;143;138;141;1;996100;139954400;264;142;151000;141;99700;1000000000;1000000000
PWON;Pakuwon Jati Tbk.;346;352;344;344;-6;71307500;24596678600;3456;350;938500;344;3426100;48159602400;48159602400
PYFA;Pyridam Farma Tbk;322;342;318;328;-8;14480800;4764319200;1219;330;276200;328;188200;11236694496;11236694496
PZZA;Sarimelati Kencana Tbk.;198;199;196;198;0;182200;35901000;66;198;61900;197;24100;3021875000;3021875000
RAAM;Tripar Multivision Plus Tbk.;238;238;224;236;-2;2329100;540857200;574;236;92400;234;29800;6813620000;6813620000
RAFI;Sari Kreasi Boga Tbk.;0;0;0;36;0;0;0;0;0;0;0;0;3128140475;3128140475
RAJA;Rukun Raharja Tbk.;4370;4730;4300;4630;240;53245000;2,4336E+11;20278;4630;393400;4620;209600;4227082500;4227082500
RALS;Ramayana Lestari Sentosa Tbk.;432;442;428;438;6;3896700;1705236400;1233;438;19200;436;446000;7096000000;7096000000
RANC;Supra Boga Lestari Tbk.;545;555;540;540;-5;43100;23676000;59;555;23000;540;15700;1564487500;1564487500
RATU;Raharja Energi Cepu Tbk.;5600;6125;5400;6100;475;33385000;1,94182E+11;13228;6125;236600;6100;218700;2715053800;2715053800
RBMS;Ristia Bintang Mahkotasejati Tbk.;0;58;58;58;5;10559300;612439400;346;0;0;58;3535700;2656212826;2656212826
RCCC;Utama Radar Cahaya Tbk.;0;107;100;102;-2;14266600;1459212400;702;102;87700;101;97900;787500000;787500000
RDTX;Roda Vivatex Tbk;16700;16700;16700;16700;-75;100;1670000;1;16700;3200;16000;600;268800000;268800000
REAL;Repower Asia Indonesia Tbk.;50;50;50;50;0;2556700;127835000;306;50;36338400;0;0;6633610151;6633610151
RELF;Graha Mitra Asia Tbk.;0;39;37;39;0;3167400;119747000;252;39;1287400;38;107800;5727832195;5727832195
RELI;Reliance Sekuritas Indonesia Tbk.;0;500;486;490;-8;2200;1073800;7;494;100;490;2400;1800000000;1800000000
RGAS;Kian Santang Muliatama Tbk.;89;90;88;89;0;4689800;416727100;490;89;392900;88;1184900;1459234110;1459234110
RICY;Ricky Putra Globalindo Tbk;0;92;86;86;-6;287000;25332000;59;92;208800;86;12500;641717510;641717510
RIGS;Rig Tenders Indonesia Tbk.;0;690;685;685;5;15300;10534500;15;690;2800;685;700;609130000;609130000
RIMO;Rimo International Lestari Tbk;0;0;0;50;0;0;0;0;0;0;0;0;45080600000;45080600000
RISE;Jaya Sukses Makmur Sentosa Tbk.;1960;1995;1935;1945;-15;853000;1668829500;391;1965;600;1940;9800;16198599990;16198599990
RLCO;Abadi Lestari Indonesia Tbk.;5700;6100;5400;6050;350;3215700;18661325000;4038;6050;20100;6000;1800;3125000000;625000000
RMKE;RMK Energy Tbk.;3090;3360;2960;3320;210;12707300;40460982000;3211;3320;2600;3310;104800;4375000000;4375000000
RMKO;Royaltama Mulia Kontraktorindo Tbk.;530;605;482;560;30;34733200;19615298400;6789;565;53600;560;923600;1250000000;1250000000
ROCK;Rockfields Properti Indonesia Tbk.;2880;3000;2500;2850;-80;338600;968166000;667;2850;15000;2840;600;1435185100;1435185100
RODA;Pikko Land Development Tbk.;53;56;52;54;1;5687400;307212000;942;54;444300;53;1116200;13592128209;13592128209
RONY;Aracord Nusantara Group Tbk.;1465;1595;1435;1525;60;55000;82194500;105;1525;3900;1520;100;1250000000;1250000000
ROTI;Nippon Indosari Corpindo Tbk.;805;805;795;800;-5;15183100;12142812500;3901;805;771700;800;28500;6186488888;6186488888
RSCH;Charlie Hospital Semarang Tbk.;326;340;324;336;6;29559600;9877165200;342;338;4000;336;4700;2650000000;2650000000
RSGK;Kedoya Adyaraya Tbk.;0;1105;1090;1100;-70;53300;58665500;50;1110;13200;1100;60500;929675000;929675000
RUIS;Radiant Utama Interinsco Tbk.;238;240;230;230;-2;1030900;241241200;301;234;20000;230;1209400;770000000;770000000
RUNS;Global Sukses Solusi Tbk.;0;86;78;80;1;2623900;206847800;341;80;46000;78;42100;983557875;983557875
SAFE;Steady Safe Tbk;0;378;366;376;4;532500;198949200;104;376;39900;368;1500;821207512;821207512
SAGE;Saptausaha Gemilangindah Tbk.;0;31;30;30;-1;4213900;127582400;133;31;1336800;30;417700;8033527260;8033527260
SAME;Sarana Meditama Metropolitan Tbk.;0;340;328;340;12;334900;112228200;143;340;63300;336;29500;17164632545;17164632545
SAMF;Saraswanti Anugerah Makmur Tbk.;330;332;324;330;2;219900;72518600;89;332;18600;330;6500;10250000000;10250000000
SAPX;Satria Antaran Prima Tbk.;250;250;242;248;-2;134100;32837400;87;250;112100;248;3400;833333300;830113500
SATU;Kota Satu Properti Tbk.;262;270;258;270;8;5067600;1340941000;1539;270;151000;268;51400;1375000000;1375000000
SBAT;Sejahtera Bintang Abadi Textile Tbk.;0;0;0;1;0;0;0;0;0;0;0;0;4752982378;4752982378
SBMA;Surya Biru Murni Acetylene Tbk.;121;121;119;120;0;327300;39303200;90;121;92800;120;8800;929926282;929926282
SCCO;Supreme Cable Manufacturing & Commerce Tbk.;2330;2330;2310;2310;10;15800;36632000;37;2320;900;2310;5400;822333600;822333600
SCMA;Surya Citra Media Tbk.;288;298;284;290;0;142905000;41753981400;5028;292;79700;290;2180500;73970569505;73970569505
SCNP;Selaras Citra Nusantara Perkasa Tbk.;0;184;177;178;-2;124300;22169800;52;178;2700;177;5600;2500000000;2500000000
SCPI;Organon Pharma Indonesia Tbk.;0;0;0;29000;0;0;0;0;0;0;0;0;3600000;3600000
SDMU;Sidomulyo Selaras Tbk.;85;86;82;84;-1;7483700;627351700;708;84;467200;83;386700;2250691100;2250691100
SDPC;Millennium Pharmacon International Tbk.;191;192;185;189;-2;45300;8601000;24;191;4000;189;54900;1274000000;1274000000
SDRA;Bank Woori Saudara Indonesia 1906 Tbk.;0;254;250;250;-4;15100;3780400;20;250;27300;248;11200;14545267990;14545267990
SEMA;Semacom Integrated Tbk.;110;111;107;109;-1;1561600;169677500;168;109;6900;108;93000;1347258842;1347258842
SFAN;Surya Fajar Capital Tbk.;0;1905;1880;1900;0;52900;100213000;32;1905;1700;1900;1200;1359934021;1359934021
SGER;Sumber Global Energy Tbk.;390;390;372;378;-6;3132700;1186156600;1103;380;36700;378;33200;15586909438;15586909438
SGRO;Prime Agri Resources Tbk.;4900;5000;4800;4880;0;91900;451753000;223;4990;1000;4880;800;1818622000;1818622000
SHID;Hotel Sahid Jaya International Tbk.;0;780;695;715;-65;75600;54517000;83;760;300;715;6700;1119326168;1119326168
SHIP;Sillo Maritime Perdana Tbk.;3680;3790;3640;3690;10;42000;154186000;109;3690;1700;3650;300;2719790000;2500000000
SICO;Sigma Energy Compressindo Tbk.;133;135;129;130;-1;9819000;1285623400;1281;131;503100;130;54100;910077764;910077764
SIDO;Industri Jamu dan Farmasi Sido Muncul Tbk.;520;520;510;515;-5;9235500;4765133000;2754;520;2490500;515;891900;30000000000;30000000000
SILO;Siloam International Hospitals Tbk.;2700;2720;2640;2680;-20;200500;537957000;260;2700;41500;2680;16200;13006125000;13006125000
SIMA;Siwani Makmur Tbk;0;0;0;50;0;0;0;0;0;0;0;0;442589871;442589871
SIMP;Salim Ivomas Pratama Tbk.;670;800;665;785;120;134937900;99845533000;13057;785;410500;780;186500;15501310000;15501310000
SINI;Singaraja Putra Tbk.;0;14400;12675;14375;625;1218000;16364462500;621;14375;4600;14350;100;481000000;481000000
SIPD;Sreeya Sewu Indonesia Tbk.;985;995;925;960;-40;131300;127805500;119;960;1000;950;200;1839102056;1839102056
SKBM;Sekar Bumi Tbk.;645;690;610;640;-5;756100;486461500;455;645;66400;640;10700;1730103217;1730103217
SKLT;Sekar Laut Tbk.;0;222;218;218;-4;21000;4590000;46;220;9300;218;2400;6907405000;6907405000
SKRN;Superkrane Mitra Utama Tbk.;454;456;442;446;-8;299900;133783400;151;446;30900;444;200;7500000000;7494000000
SKYB;Northcliff Citranusa Indonesia Tbk.;0;0;0;51;0;0;0;0;0;0;0;0;585000000;585000000
SLIS;Gaya Abadi Sempurna Tbk.;87;91;86;90;3;23359300;2071017300;1860;90;663100;89;720900;2463339599;2463339599
SMAR;Sinar Mas Agro Resources and Technology Tbk.;5000;5200;4910;5125;75;161900;821908500;328;5150;100;5125;3800;2872193366;2872193366
SMBR;Semen Baturaja (Persero) Tbk.;218;218;214;218;0;2926000;632254200;460;218;863000;216;69300;9932534336;9932534336
SMCB;Solusi Bangun Indonesia Tbk.;0;0;0;775;0;0;0;0;0;0;0;0;9019381973;9019381973
SMDM;Suryamas Dutamakmur Tbk.;580;595;575;595;15;55300;32317000;50;595;18300;580;182700;4772138237;4772138237
SMDR;Samudera Indonesia  Tbk.;342;354;336;352;6;23137700;8048384000;3666;352;411500;350;622000;16375600000;16375600000
SMGA;Sumber Mineral Global Abadi Tbk.;93;96;91;96;2;14329400;1342380600;1434;96;648900;95;3100;8750000000;8750000000
SMGR;Semen Indonesia (Persero) Tbk.;2410;2410;2370;2370;-40;7576000;18011571000;2507;2370;173600;2360;748300;6751540089;6751540089
SMIL;Sarana Mitra Luas Tbk.;242;252;238;252;8;6867800;1700218800;842;252;207400;250;10038600;8751668239;8751668239
SMKL;Satyamitra Kemas Lestari Tbk.;0;159;155;159;1;37800;6004400;13;161;17100;159;500;3418085290;3418085290
SMKM;Sumber Mas Konstruksi Tbk.;0;107;91;102;3;15435300;1531357000;1994;102;215800;101;9500;1253000000;1253000000
SMLE;Sinergi Multi Lestarindo Tbk.;0;140;128;140;4;700700;93840700;235;140;113500;131;35800;2328153048;2328153048
SMMA;Sinarmas Multiartha Tbk.;0;14575;13800;13800;-900;9600;134772500;33;13875;100;13800;700;6367664717;6367664717
SMMT;Golden Eagle Energy Tbk.;1570;1715;1570;1705;140;814800;1347530500;447;1705;2300;1700;6200;3425000000;3425000000
SMRA;Summarecon Agung Tbk.;332;334;328;332;-2;13707000;4536725400;1322;334;826700;332;21900;16508568358;16508568358
SMRU;SMR Utama Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;12499385782;12499385782
SMSM;Selamat Sempurna Tbk.;1790;1800;1775;1780;-5;808500;1438910500;1468;1785;1300;1775;88700;5758675440;5758675440
SNLK;Sunter Lakeside Hotel Tbk.;252;252;236;242;-8;9613700;2333568200;726;244;73000;242;83300;450000000;450000000
SOCI;Soechi Lines Tbk.;488;515;478;490;-4;46157300;22838294200;5139;492;318700;490;129700;7059000000;7059000000
SOFA;Solusi Environment Asia Tbk.;0;458;436;454;0;3586300;1598147800;489;454;72600;452;300;1653574499;1653574499
SOHO;Soho Global Health Tbk.;2010;2100;1950;1985;-10;130900;263338500;228;1985;1700;1980;500;12691682390;12691682390
SOLA;Xolare RCR Energy Tbk.;126;129;125;128;0;7304300;932020700;773;128;225000;127;19900;3287375000;3287375000
SONA;Sona Topas Tourism Industry Tbk.;0;2190;2100;2170;70;3100;6570000;7;2170;1300;2120;100;662400000;662400000
SOSS;Shield On Service Tbk.;0;865;865;865;-95;83800;72487000;75;960;6100;865;11200;974525743;974525743
SOTS;Satria Mega Kencana Tbk.;995;1050;930;995;0;2289400;2273450000;1376;1000;24100;995;4100;1000003979;1000003979
SOUL;Mitra Tirta Buwana Tbk.;0;54;51;54;0;2307100;119492200;207;54;719700;53;7000;1082526223;1082526223
SPMA;Suparma Tbk.;220;222;216;220;0;173000;37990200;91;222;81700;218;8400;4100317438;4100317438
SPRE;Soraya Berjaya Indonesia Tbk.;0;94;82;89;3;5603900;491061600;652;90;199800;88;91300;800000000;660000000
SPTO;Surya Pertiwi Tbk.;660;660;655;660;0;331800;218375000;128;660;136700;655;207400;2700000000;2700000000
SQMI;Wilton Makmur Indonesia Tbk.;0;58;58;58;0;6285900;364582200;89;58;237400;57;100;15537591429;15537591429
SRAJ;Sejahteraraya Anugrahjaya Tbk.;0;0;0;15200;0;0;0;0;15025;100;13225;100;12238959990;12238959990
SRIL;Sri Rejeki Isman Tbk.;0;0;0;146;0;0;0;0;0;0;0;0;20452176844;20452176844
SRSN;Indo Acidatama Tbk;68;69;66;67;-1;15816300;1061119800;976;68;1215000;67;787500;6020000000;6020000000
SRTG;Saratoga Investama Sedaya Tbk.;1710;1760;1700;1740;20;4286900;7422345500;1489;1745;144800;1740;27900;13564835000;13564835000
SSIA;Surya Semesta Internusa Tbk.;1380;1470;1375;1395;-15;25252300;36004312000;3450;1430;1400;1395;182700;4705249440;4705249440
SSMS;Sawit Sumbermas Sarana Tbk.;1305;1325;1275;1320;10;8214700;10666002500;1309;1320;102800;1315;400;9525000000;9525000000
SSTM;Sunson Textile Manufacture Tbk;610;615;580;605;0;220900;132596500;263;610;8800;605;100;1170909181;1170909181
STAA;Sumber Tani Agung Resources Tbk.;1245;1285;1235;1285;40;6126000;7752178500;964;1290;120100;1285;2700;10903372600;10903372600
STAR;Calculus Global Ventures Tbk.;0;640;600;630;0;430300;262435000;77;640;4900;630;6000;4800000602;4800000602
STRK;Lovina Beach Brewery Tbk.;110;121;108;118;6;48141100;5624280800;2120;118;186400;117;183700;10721835562;10721835562
STTP;Siantar Top Tbk.;0;9900;9725;9775;150;800;7810000;7;10000;100;9750;100;1310000000;1310000000
SUGI;Sugih Energy Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;24811541414;24811541414
SULI;SLJ Global Tbk.;102;104;99;102;0;1149300;116244300;197;102;111100;101;162700;6320776836;6320776836
SUNI;Sunindo Pratama Tbk.;0;695;655;695;-5;1980700;1332793500;332;695;74300;690;15700;2500000000;2500000000
SUPA;Super Bank Indonesia Tbk.;890;925;880;910;15;29801700;27108422000;4184;915;11600;910;407700;33558047450;18081906569
SUPR;Solusi Tunas Pratama Tbk.;0;0;0;43850;0;0;0;0;0;0;0;0;1137579698;1137579698
SURE;Super Energy Tbk.;0;2740;2730;2740;-10;2700;7395000;8;2740;700;2560;300;1497576771;1497576771
SURI;Maja Agung Latexindo Tbk.;67;67;65;66;-1;2192900;145413400;440;67;216200;66;366500;6334375000;1267075000
SWAT;Sriwahana Adityakarta Tbk.;0;0;0;16;0;0;0;0;0;0;0;0;3019200000;3019200000
SWID;Saraswanti Indoland Development Tbk.;123;126;117;119;-2;12687900;1524637800;1681;119;627100;118;282200;5385019201;5385019201
TALF;Tunas Alfin Tbk.;640;650;625;650;5;26800;17135000;43;650;6800;640;200;1353435000;1353435000
TAMA;Lancartama Sejati Tbk.;0;145;145;145;13;5127600;743502000;205;0;0;145;4487100;1200000696;1200000696
TAMU;Pelayaran Tamarin Samudra Tbk.;0;30;30;30;0;6946300;208389000;343;31;605400;30;1251200;37500000000;37500000000
TAPG;Triputra Agro Persada Tbk.;1840;1870;1825;1850;5;18312400;33841376000;5962;1855;38100;1850;59100;19852540000;19852540000
TARA;Agung Semesta Sejahtera Tbk.;0;30;29;30;0;298400;8889700;57;30;520100;29;290100;10069645750;10069645750
TAXI;Express Transindo Utama Tbk.;0;16;15;16;0;14908200;236700900;297;16;10526900;15;26125600;10223647156;10223647156
TAYS;Jaya Swarasa Agung Tbk.;60;67;60;61;0;32710000;2070216500;8851;62;1062400;61;830500;1098920000;1098920000
TBIG;Tower Bersama Infrastructure Tbk.;1700;1730;1680;1730;15;1287300;2211696000;562;1735;9000;1730;9000;22656999445;22656999445
TBLA;Tunas Baru Lampung Tbk.;690;735;685;725;20;5605300;3995092000;937;730;562500;720;146400;6025373372;6025373372
TBMS;Tembaga Mulia Semanan Tbk.;1320;1330;1310;1320;0;37600;49401000;23;1345;100;1320;200;734680000;734680000
TCID;Mandom Indonesia Tbk.;2800;2800;2750;2750;-50;6400;17752000;21;2800;400;2700;10000;402133334;402133334
TCPI;Transcoal Pacific Tbk.;12975;13350;12850;13175;175;4833200;63806295000;3257;13350;1000;13150;55900;5000000000;5000000000
TDPM;Tianrong Chemicals Industry Tbk.;0;0;0;119;0;0;0;0;0;0;0;0;10485050500;10485050500
TEBE;Dana Brata Luhur Tbk.;1350;1380;1315;1380;35;4384000;5915551500;2131;1380;239200;1375;20900;1285000000;1285000000
TECH;Indosterling Technomedia Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;1256300000;1256300000
TELE;Omni Inovasi Indonesia Tbk.;0;0;0;9;0;0;0;0;0;0;0;0;7310929389;7310929389
TFAS;Telefast Indonesia Tbk.;0;230;212;218;8;794800;176728200;269;224;1200;218;58000;1666666500;1666666500
TFCO;Tifico Fiber Indonesia Tbk.;0;0;0;630;0;0;0;0;640;100;0;0;4823076400;4823076400
TGKA;Tigaraksa Satria Tbk.;0;4910;4850;4850;0;600;2931000;5;4950;500;4850;400;918492750;918492750
TGRA;Terregra Asia Energy Tbk.;0;0;0;27;0;0;0;0;0;0;0;0;2750000000;2750000000
TGUK;Platinum Wahab Nusantara Tbk.;0;0;0;137;0;0;0;0;0;0;0;0;3571451815;3547701815
TIFA;KDB Tifa Finance Tbk.;334;354;328;348;14;61800;21068000;28;346;7400;332;2000;3552213000;3552213000
TINS;Timah Tbk.;3680;3730;3670;3690;-60;26691100;98710087000;10982;3690;10200;3680;950500;7447753454;7447753454
TIRA;Tira Austenite Tbk;0;1030;960;1000;-15;47000;46366000;62;1000;3700;975;1500;588000000;588000000
TIRT;Tirta Mahakam Resources Tbk;0;570;570;570;-60;1141600;650712000;224;570;418300;0;0;1011774750;1011774750
TKIM;Pabrik Kertas Tjiwi Kimia Tbk.;9275;9650;8925;9650;350;5817400;54621622500;2765;9650;72900;9400;100;3113223570;3113223570
TLDN;Teladan Prima Agro Tbk.;625;630;615;620;-5;976800;608730500;366;625;45000;620;322900;12946530200;12946530200
TLKM;Telkom Indonesia (Persero) Tbk.;3130;3200;3130;3190;-20;77410000;2,44855E+11;12952;3190;1758400;3180;512200;99062216600;99062216600
TMAS;Temas Tbk.;126;127;125;125;-1;4789400;600950000;638;126;422500;125;354200;57051500000;57051500000
TMPO;Tempo Intimedia Tbk.;128;137;127;134;6;2363200;312144900;349;135;6000;134;428800;1058333250;1058333250
TNCA;Trimuda Nuansa Citra Tbk.;180;181;178;180;0;94300;16969700;52;182;5000;180;388500;421640000;421640000
